"subject" "activity_label" "dom" "body_gravity" "acc_gyro" "jerk" "mag" "direction" "stat" "value"
6 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.400130941836364
7 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.5076309939875
8 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.432729376479348
9 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.539229675774
10 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.38618617137963
11 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.434714173067547
12 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.515518841936275
13 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.441333654134694
14 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.543032082778519
15 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.440338448741186
16 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.419969889117754
17 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.410363054438281
18 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.438143275180702
19 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.500515238280137
20 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.501307586320455
21 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.447923752654706
22 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.508262482790242
23 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.453354893790441
24 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.472321901738235
25 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.425905166625385
26 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.441702790276282
27 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.479572151940214
28 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.477991038840833
29 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.459277397843333
30 "SITTING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.50121843483871
1 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.553339903320755
2 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.537226578555556
3 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.599194854597541
4 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.590136901325893
5 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.544130106633036
6 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.523164275263421
7 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.563089621858491
8 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.561960311487037
9 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.5699161306
10 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.602896567780682
11 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.554118855297872
12 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.565678530434426
13 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.604108577982456
14 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.631563746445167
15 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.569525570440566
16 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.545363745616667
17 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.559865438384359
18 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.607244113710616
19 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.615765554558904
20 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.619606093744521
21 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.57248226602191
22 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.654125539238095
23 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.619553180608088
24 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.624046812421014
25 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.576940587816216
26 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.567889634875203
27 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.608484627225625
28 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.598438076761392
29 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.539794435486923
30 "STANDING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.654634508042373
1 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.162123849226842
2 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.211216928108475
3 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.202043036831897
4 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.250269313223333
5 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.209264471632143
6 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0742048688073684
7 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.103241283642982
8 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.1390475597375
9 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.292150312346154
10 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.185640461328302
11 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.345349700779661
12 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.190783545839
13 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.107882695561404
14 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.33401873529661
15 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.201296253353704
16 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.389889040401961
17 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.255149683757377
18 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.295716987176786
19 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" 0.0672630721365385
20 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0951619503617647
21 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.131760638917308
22 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0910865121195652
23 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.172483500398305
24 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.261697138388017
25 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.372799175749324
26 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.225936257805085
27 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.26929569912307
28 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.218350384112963
29 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.12532853214717
30 "WALKING" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.29106297695
1 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.226451680202041
2 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.091652886362766
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.144477597741837
4 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.183722135196667
5 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.152133983464894
6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" 0.0324380357958333
7 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.279584586017021
8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.153956701998684
9 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.245133561235714
10 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.195782965856711
11 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.291036474206522
12 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.116834253042391
13 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.247184492348936
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.272710931955556
15 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.23685324995119
16 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.351734474504255
17 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.297955492273913
18 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.394951437423636
19 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" 0.163967513517949
20 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.142253641054444
21 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.294206067248889
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.143698988933056
23 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0965486732453704
24 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.163498974259091
25 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.243825056088793
26 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.11762159062
27 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.239220679043182
28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0611495885108696
29 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.180859202367812
30 "WALKING_DOWNSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.329415889373387
1 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.340030957831132
2 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.223484005595833
3 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.261876443086441
4 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.288571048298077
5 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.162597716006383
6 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.0854895113941176
7 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.356617639696078
8 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.23065287045122
9 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.299411699918367
10 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.227144881818723
11 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.358411590342593
12 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.292337246120192
13 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.346653753069091
14 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.415386032027778
15 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.322731752467708
16 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.456521657843137
17 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.323578424890625
18 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.448264375313793
19 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.09165632704175
20 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.264976499831667
21 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.295938328365957
22 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.199499551678571
23 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.259471141073529
24 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.345448266516949
25 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.428091166230769
26 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.248494142058182
27 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.391544980508922
28 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.259682692682353
29 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.275783008536735
30 "WALKING_UPSTAIRS" "Freq" "Body" "Gyro" "-" "-" "X" "Mean" -0.412496621822308
1 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.016553093978
2 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.01847660675
3 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0208170540330645
4 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00923156347222222
5 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0218935013501923
6 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0079605026754386
7 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00282641913096154
8 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.00535361206851852
9 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.013632036148
10 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.019555937162069
11 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0191743840136842
12 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0146546807316667
13 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00973609968045161
14 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.00505221181607843
15 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0168300887791667
16 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0161545406857143
17 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0234756467113239
18 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.02517618068
19 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0312072730559566
20 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0231760616308824
21 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0305126188777778
22 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0208311371125
23 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0113399724663889
24 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0143679929444444
25 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.00372723459589041
26 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0170656239526316
27 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0195427328781081
28 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.017367705735
29 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0258281004782609
30 "LAYING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0267812218571429
1 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.045350056512766
2 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0454706620434783
3 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0385365204807692
4 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.04944351156
5 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0422355209795455
6 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0372442282830909
7 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.04963797197125
8 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0547396987173913
9 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.042328876778
10 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0432432176851852
11 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0399984915849057
12 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0424159182941176
13 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0355124856836735
14 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0440403326851852
15 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0377111130338983
16 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0412014042275362
17 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.042549159015625
18 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0333057034385965
19 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0214151280054795
20 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.036405928969697
21 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0198712820612471
22 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0360430675032258
23 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0472583464367647
24 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0356229619955882
25 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0352052091230769
26 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0370217449628205
27 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0371830822285714
28 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0339018030166667
29 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0379271112333333
30 "SITTING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0358426482048387
1 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0239877347979245
2 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0238623875712963
3 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0246626070770492
4 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0306449342357143
5 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0322711902673214
6 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.028251913022807
7 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0291582212545283
8 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0219671978203704
9 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.029183136346
10 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0281854325604545
11 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0293141521489362
12 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0300030427426229
13 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0295492164431579
14 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0220886526891667
15 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0262433562254717
16 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0299337294166667
17 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0269576937130769
18 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0265873248835616
19 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.025090574020274
20 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0241335049573973
21 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0191731896359551
22 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0275201762126984
23 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0327397745133823
24 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0278611511434783
25 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0247946750959459
26 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0245345837959459
27 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.026731653905
28 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0253281543540506
29 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0276075573307692
30 "STANDING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.027613853538983
1 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.041830963526
2 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0530258157347458
3 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0256405192517241
4 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0317982557795
5 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0488919896632143
6 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.025509618645614
7 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.00228835208526316
8 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.0235088228254167
9 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0808360598653846
10 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.0106894976215094
11 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0426928995457627
12 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.1045136708758
13 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0174207634701754
14 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00347655062271186
15 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0554883847662963
16 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0151721912792157
17 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00922265519180328
18 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0399399716026786
19 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0274970979894231
20 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0234104225980392
21 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0459323393842308
22 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.0007771571
23 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0631156870355932
24 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0545126870724138
25 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0156305378067568
26 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00334085938813559
27 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.08558835714
28 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.105896207861111
29 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.00795668167188679
30 "WALKING" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0459505355861538
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0350781902989796
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.11594735287234
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.13157327645102
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.102838822533333
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.068294569906383
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0960837437708333
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.105409612961702
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.121189625973684
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0916383011071429
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.124839594289474
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.12506869905
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.112531564434783
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.122672201757447
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0147079653333333
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.136618653071429
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0225373369978723
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" 0.0677728390673913
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.0576548655654545
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.205775427307692
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.111367747557778
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "-" "-" "X" "Mean" -0.126388023595556
